(3, ['Model', 'Name', 'IsFemale'], [203, 203, None], [(7, 0), (9, 0), (1, 0)], [False, False, True], None, None, True, None)
256
kabuto#22891
kuwagata#22891
Index[#version],Model,Name,IsFemale
112,CTP-02\xcb,ア-スクラウ\xcb  ,\x00
113,HCT-02\xcb,カ-リ-ヘア\xcb  ,\x00
114,PLC-02\xcb,アレスタ-\xcb   ,\x00
115,RSC-02\xcb,スパ-ダ-\xcb   ,\x00
116,FFC-02\xcb,ドレイナ-ジ\xcb  ,\x00
117,RAY-22\xcb,アウェイビ-ム\xcb ,\x00
118,GCT-02\xcb,レンジングスキン\xcb,\x01
119,VNS-02\xcb,ジャ-ポット\xcb  ,\x01
120,BRA-12\xcb,グロ-ブラスタ-\xcb,\x00
121,TOT-22\xcb,スリ-ブレ-ザ-\xcb,\x00
122,HSC-02\xcb,ホ-サ-\xcb    ,\x00
123,STE-02\xcb,スロ-セット\xcb  ,\x00
124,TOR-02\xcb,スイ-ルアタック\xcb,\x00
125,MWO-02\xcb,エレクトラ-\xcb  ,\x00
126,ESM-02\xcb,ステッチャ\xcb   ,\x00
127,CCL-02\xcb,スフィ-ル\xcb   ,\x00
128,EWM-02\xcb,コンポスト\xcb   ,\x00
129,STN-02\xcb,ル-プニング\xcb  ,\x01
130,WHL-02\xcb,スプラッシュ\xcb  ,\x00
131,AMB-02\xcb,ディソルバ-\xcb  ,\x00
132,ANM-02\xcb,バイバインド\xcb  ,\x00
133,SEL-02\xcb,キンキング\xcb   ,\x00
134,CFS-02\xcb,トレモ-\xcb    ,\x00
135,EEL-02\xcb,ピチロット\xcb   ,\x00
136,CRO-02\xcb,オ-バ-ウェルム\xcb,\x00
137,UPA-02\xcb,ヒュ-フィン\xcb  ,\x00
138,BBS-02\xcb,エンベロンメント\xcb,\x00
139,ARO-02\xcb,シュリンプハンド\xcb,\x00
140,HLG-02\xcb,パペットケ-ブル\xcb,\x00
141,JWB-02\xcb,オリエントパイプ\xcb,\x00
142,PSK-02\xcb,デストラ-\xcb   ,\x00
143,SHS-02\xcb,サプレス\xcb    ,\x00
144,CRP-02\xcb,インコムペテンシ\xcb,\x00
145,DLP-02\xcb,リタ-ナ-\xcb   ,\x01
146,GFS-02\xcb,ウィッカ-ワ-ク\xcb,\x01
147,TQN-02\xcb,アンプファ-\xcb  ,\x01
148,DUC-02\xcb,フェザ-メンド\xcb ,\x01
149,MRC-02\xcb,ハ-プ-ン\xcb   ,\x01
150,TJO-02\xcb,パニッシャ-\xcb  ,\x01
151,MYN-02\xcb,ブラストコ-ル\xcb ,\x00
152,WVN-02\xcb,キ-プアップ\xcb  ,\x00
153,TST-02\xcb,トビデル\xcb    ,\x00
154,SMW-02\xcb,トラベラ-\xcb   ,\x01
155,WDM-02\xcb,ウィンドワ-ド\xcb ,\x01
156,PLV-02\xcb,フェザ-ステッチ\xcb,\x01
157,MRM-02\xcb,フロウタ-\xcb   ,\x00
158,INC-02\xcb,ダンディデン\xcb  ,\x00
159,TAP-02\xcb,ホッタ-\xcb    ,\x00
160,MAC-02\xcb,ヒポニック\xcb   ,\x00
161,TDS-02\xcb,フォ-ルド\xcb   ,\x00
162,TRT-02\xcb,フレグランス\xcb  ,\x01
163,SPR-02\xcb,サルベ-ション\xcb ,\x01
164,SPT-02\xcb,レグレット\xcb   ,\x01
165,NPT-02\xcb,インスネア\xcb   ,\x00
166,KOR-02\xcb,コンシ-ル\xcb   ,\x00
167,CTR-02\xcb,アキュレ-ト\xcb  ,\x00
168,TVS-02\xcb,アレシロ-\xcb   ,\x00
169,MNG-02\xcb,スカルディング\xcb ,\x00
170,GCK-02\xcb,ステックト-\xcb  ,\x00
171,SKL-02\xcb,スティフヘア-\xcb ,\x01
172,KWG-72\xcb,タンタンソ-ド\xcb ,\x00
173,KBT-72\xcb,モデルガン\xcb   ,\x00
174,FRN-02\xcb,ミ-トスティック\xcb,\x00
175,MIR-02\xcb,ウシロニネン\xcb  ,\x00
176,GOD-02\xcb,フォ-シ-\xcb   ,\x00
177,DDB-02\xcb,トポグラフィ\xcb  ,\x00
178,MRD-02\xcb,ピッケル\xcb    ,\x00
179,CRH-02\xcb,ひっかけワイヤ-\xcb,\x00
180,BON-02\xcb,ティンハンド\xcb  ,\x00
181,SRD-02\xcb,ジャ-\xcb     ,\x00
182,SNT-02\xcb,サティスファイ\xcb ,\x00
183,KWG-62\xcb,リッパ-\xcb    ,\x00
184,ADV-02\xcb,ドロ-ン\xcb    ,\x00
185,KBT-62\xcb,スカッタ-\xcb   ,\x00
186,PND-02\xcb,タケヤリ\xcb    ,\x01
187,TND-02\xcb,エラブ-\xcb    ,\x01
188,DVL-32\xcb,イ-ビルハンド\xcb ,\x01
189,AAG-02\xcb,ナチュライズ\xcb  ,\x01
190,DNT-02\xcb,ペインフル\xcb   ,\x01
191,PAN-02\xcb,モッテルン\xcb   ,\x00
192,OTR-02\xcb,シチュエ-ション\xcb,\x00
193,DRK-02\xcb,サッカ-\xcb    ,\x00
194,TTR-02\xcb,パワ-ル-ラ-\xcb ,\x01
195,VAC-02\xcb,スッテ-\xcb    ,\x01
196,RID-02\xcb,レインズ\xcb    ,\x01
197,PMW-02\xcb,リグル\xcb     ,\x00
198,HDR-02\xcb,リサイクリング\xcb ,\x00
199,BHM-02\xcb,アンダ-メトロ\xcb ,\x00
200,DHA-02\xcb,レイダウン\xcb   ,\x00
201,RLP-02\xcb,2NDステ-ジ\xcb ,\x00
202,SCM-02\xcb,ドランク\xcb    ,\x00
203,SNL-02\xcb,エブリ-シェル\xcb ,\x00
204,ARL-02\xcb,ポピュラ-\xcb   ,\x01
205,RFR-02\xcb,アイスマニュ\xcb  ,\x01
206,LWT-02\xcb,コ-スト\xcb    ,\x00
207,CLC-02\xcb,クワイタ-\xcb   ,\x00
208,SOT-02\xcb,タングル\xcb    ,\x01
209,SMC-02\xcb,クリッピ\xcb    ,\x01
210,WFL-02\xcb,オルガンハンド\xcb ,\x01
211,BER-02\xcb,プレッシャ-\xcb  ,\x00
212,GHT-02\xcb,アボイド\xcb    ,\x00
213,DGU-02\xcb,ドウタク-\xcb   ,\x00
214,WEA-02\xcb,デスボム\xcb    ,\x00
215,COW-02\xcb,サ-ベル\xcb    ,\x00
216,CLA-02\xcb,ワイヤ-\xcb    ,\x00
217,SNA-02\xcb,ウィルス\xcb    ,\x00
218,FLW-02\xcb,ソ-ラ-パワ-\xcb ,\x00
219,NIN-02\xcb,くない\xcb     ,\x00
220,SAM-02\xcb,ビ-ムセイバ-\xcb ,\x00
221,DOG-02\xcb,スナイプライフル\xcb,\x00
222,DVL-02\xcb,デビルハンド\xcb  ,\x00
223,KNI-02\xcb,かやくだま\xcb   ,\x01
224,COM-02\xcb,ミギビ-ム\xcb   ,\x00
225,PEN-02\xcb,フリ-ア-ム\xcb  ,\x01
226,BAT-12\xcb,エレクトミサイル\xcb,\x00
227,ANG-12\xcb,チェラブハンド\xcb ,\x01
228,NMR-02\xcb,ジャマ-\xcb    ,\x00
229,SPC-02\xcb,しろながて\xcb   ,\x00
230,BAY-12\xcb,パストタッチ\xcb  ,\x00
231,CMO-12\xcb,カラフルハンド\xcb ,\x00
232,CLB-12\xcb,デコイクラブ\xcb  ,\x00
233,RBT-02\xcb,ミニットスキップ\xcb,\x00
234,DVL-12\xcb,ヘルマイト\xcb   ,\x00
235,MED-12\xcb,デステ-マネキ\xcb ,\x01
236,SAQ-02\xcb,チャ-ミ-コンパ\xcb,\x01
237,GDS-02\xcb,コンプリ-ツ\xcb  ,\x01
238,NIT-02\xcb,ライトア-マ-\xcb ,\x00
239,JOR-12\xcb,プ-ン\xcb     ,\x00
240,GGR-02\xcb,グレドハンマ-\xcb ,\x00
241,EGG-02\xcb,ハムレット\xcb   ,\x00
242,SBL-02\xcb,フラップ\xcb    ,\x01
243,WFH-02\xcb,コンペンチ\xcb   ,\x00
244,MAR-02\xcb,メンディング\xcb  ,\x01
245,FFY-02\xcb,シャワ-\xcb    ,\x01
246,GKD-02\xcb,パイルボ-ン\xcb  ,\x00
247,HKD-02\xcb,ディグル-ム\xcb  ,\x00
248,SKD-02\xcb,ジャッジウェッジ\xcb,\x00
249,SIN-02\xcb,コテツザンゲキ\xcb ,\x00
250,GBK-02\xcb,ナギガッタ-\xcb  ,\x00
